artist,song,text,cleaned_text
NOFX,I Am Going To Hell For This One,"Jesus Christ will resurrect  
He's got his bmi royalty to collect  
He's not the white fragile hippie  
He looks and acts more like an indignant ice-T  
Jesus Christ is coming back  
He wants to kick Mel Gibson's ass  
Superstar, The Passion of  
He wants his money, not your love  
  
He's been kickin' 2000 years  
He's fixed a lot of sports  
And drank a million beers  
Some ecstasy, a thin white line  
He says designer drugs beat the hell out of wine  
Jesus Christ on vacation  
Spreading mass sacreligion  
""Sex and drugs, we abstain""  
He thinks Christians are insane  
They don't know love,  
They know fear and moral hauteur  
Scare tactics I never taught  
""If you're gonna look to me,  
Better get rose colored shades,  
Cuz what you see is what you get""

",jesus christ resurrect hes got bmi royalty collect hes white fragile hippie looks acts like indignant icet jesus christ coming back wants kick mel gibsons ass superstar passion wants money love hes kickin years hes fixed lot sports drank million beers ecstasy thin white line says designer drugs beat hell wine jesus christ vacation spreading mass sacreligion sex drugs abstain thinks christians insane dont know love know fear moral hauteur scare tactics never taught youre gon na look better get rose colored shades cuz see get
Used,Getting Over You,"I still remember all the back and forth you couldn't stay away  
And I couldn't take it, like a cold wind blows you're calling out my name  
And now it haunts me, softly fading are the memories of your face  
I should have listened when you whispered my name, still you couldn't say  
  
'Cause you couldn't say goodbye  
Now I cannot ask you why  
Although our time is through  
No getting over you  
Things will never be the same  
I can't even say your name  
I know our time is through  
No getting over you  
  
I still remember as we walked the moon to stay out of the way  
Memories burning like a cigarettes, like the ashes call your name  
Lost in a moment when you packed your rags and said you couldn't stay  
Left on a message that I never read, you're calling out my name  
  
'Cause you couldn't say goodbye  
Now I cannot ask you why  
Although our time is through  
No getting over you  
I will never be the same  
I can't even say your name  
I know our time is through  
No getting over you  
  
You know my heart still pumps my blood, all the same  
It's over, there's no starting over, I will live on  
Although your memories lives on, all the same  
It's over, there's no starting over, no starting over  
  
I still remember all the back and forth, you couldn't stay away  
I couldn't take it, like a cold wind blows you're calling out my name  
  
'Cause you couldn't say goodbye  
Now I cannot ask you why  
Although our time is through  
No getting over you  
And I will never be the same  
I can't even say your name  
I know our time is through  
No getting over you  
No getting over you  
Memory lives on  
Getting over you

",still remember back forth couldnt stay away couldnt take like cold wind blows youre calling name haunts softly fading memories face listened whispered name still couldnt say cause couldnt say goodbye ask although time getting things never cant even say name know time getting still remember walked moon stay way memories burning like cigarettes like ashes call name lost moment packed rags said couldnt stay left message never read youre calling name cause couldnt say goodbye ask although time getting never cant even say name know time getting know heart still pumps blood theres starting live although memories lives theres starting starting still remember back forth couldnt stay away couldnt take like cold wind blows youre calling name cause couldnt say goodbye ask although time getting never cant even say name know time getting getting memory lives getting
Blur,I Wish,"I wish the music would play by itself  
Shredded fingers - no ideas  
  
I wish this rainy day could be the last  
Could the world end - what a God send  
  
I wish I could stop wishing you were here  
But I don't want to - cos I still want you  
  
I wish I didn't feel so flippin mad  
Don't wanna scare you - just wanna love you  
  
I wish my life could last a thousand years  
Then I'd be clever - and build a heaven  
  
I wish I could bring nick drake back to life  
He'd understand - hold my hat band  
  
I wish a constant stream of happy shit  
Live forever - in world of leather  
  
I wish the rain would just leave me alone  
I can't wear that - stupid rain hat  
  
I wish I was in californ-i-a  
Perno perfurme - in the danube  
  
I wish the thing of love meant just one thing  
Cinderella - salmonella

",wish music would play shredded fingers ideas wish rainy day could last could world end god send wish could stop wishing dont want cos still want wish didnt feel flippin mad dont wan na scare wan na love wish life could last thousand years id clever build heaven wish could bring nick drake back life hed understand hold hat band wish constant stream happy shit live forever world leather wish rain would leave alone cant wear stupid rain hat wish california perno perfurme danube wish thing love meant one thing cinderella salmonella
Peter Tosh,Johnny B Goode,"Deep down in Jamaica, close to Mandeville  
Back up in the woods, on top of a hill  
There stood an old hut made of earth and wood  
Where lived a country boy named Johnny B. Goode  
He never learned to read or write so well  
But he could play his guitar like ringin' a bell yell  
Said go, go Johnny!  
Johnny be good tonight!  
Said go, go Johnny!  
Johnny B. Goode...  
He used to carry his guitar in a gunny sack  
Sit beneath a tree in the railroad track  
Old engineer in the train sittin' in the shade  
Strummin' with the rhythm that the drivers made  
People passing by would stop and say:  
""Oh my, oh my, what the boy can play""  
Said go, go Johnny!  
Johnny be good tonight!  
Said go, go Johnny!  
Johnny B. Goode...  
Mama said: ""Son, you gotta be a man,  
You got to be the leader of a reggae band  
People comin' in from miles around  
To hear you play until the sun goes down  
Boy, someday your name will be in the lights  
Sayin' JOHNNY - JOHNNY B. GOODE TONITE""  
I said go, go Johnny!  
Johnny be good tonight!  
Said go, go Johnny!  
Johnny you better be good  
Said go, go Johnny!  
Johnny be good tonight!  
Go, go Johnny!  
Johnny B. Goode...  

",deep jamaica close mandeville back woods top hill stood old hut made earth wood lived country boy named johnny b goode never learned read write well could play guitar like ringin bell yell said go go johnny johnny good tonight said go go johnny johnny b goode used carry guitar gunny sack sit beneath tree railroad track old engineer train sittin shade strummin rhythm drivers made people passing would stop say oh oh boy play said go go johnny johnny good tonight said go go johnny johnny b goode mama said son got ta man got leader reggae band people comin miles around hear play sun goes boy someday name lights sayin johnny johnny b goode tonite said go go johnny johnny good tonight said go go johnny johnny better good said go go johnny johnny good tonight go go johnny johnny b goode
Glen Campbell,Today Is Mine,"When the sun came up this morning I took the time to watch it rise  
And as its beauty struck the darkness from the sky  
I thought how small and unimportant all my troubles seem to be  
And how lucky another day belongs to me  
  
And as the sleepy world around me woke up to greet the day  
All its silent beauties seemed to say  
So what my friend if all your dreams you have and realized  
Just look around you you got a whole new day to try  
  
Today is mine today is mine to do with what I will  
Today is mine my own special cup to fill  
To die a little that I might learn to live to take from life that I might
learn to give  
Today is mine  
  
Like most men I cursed the present to avoid the peace of mind  
And raise my thoughts beyond tomorrow and vision there more peace of mind  
But as I view this day around me I can see the fool I've been  
For today's the only garden we can tend  
Today is mine...

",sun came morning took time watch rise beauty struck darkness sky thought small unimportant troubles seem lucky another day belongs sleepy world around woke greet day silent beauties seemed say friend dreams realized look around got whole new day try today mine today mine today mine special cup fill die little might learn live take life might learn give today mine like men cursed present avoid peace mind raise thoughts beyond tomorrow vision peace mind view day around see fool ive todays garden tend today mine
Tiffany,I Always Thought I'd See You Again,"Written by: tim james, steven mcclintock, phil coleman and george tobin  
No, I'm not making that promise again  
Nothing can change my mind  
Nothing at all  
'cause love has a way of comin' undone  
'till I'm all alone with my heart  
And here I'll stay  
And I always thought I'd see you again  
Oh how it hurts, every time you've crossed my heart since then  
Gonna give it all it takes  
To hold what might have been,  
But I always thought I'd see you again  
Now there's no reason to run for the phone  
No need to hold my breath  
Hopin' it's you  
Each time I see someone we used to know  
Or go some place we used to go  
It's not the same  
'cause I always thought I'd see you again  
'oh how it hurts every time  
You've crossed my heart since then  
Gonna give up all it takes  
To hold what might have been cause I always thought I'd see you again  
Love doesn't come when you need love  
It's not always there when you fall  
Try as you may, you got nothin' to say  
Nothing at all  
I always thought I'd see you again  
Oh how it hurts every time  
You've crossed my heart again  
Gotta give it all it takes  
To hold what might have been  
Cause I always thought I'd see you again  
Cause I always thought I'd see you again  
Again  
Again  

",written tim james steven mcclintock phil coleman george tobin im making promise nothing change mind nothing cause love way comin undone till im alone heart ill stay always thought id see oh hurts every time youve crossed heart since gon na give takes hold might always thought id see theres reason run phone need hold breath hopin time see someone used know go place used go cause always thought id see oh hurts every time youve crossed heart since gon na give takes hold might cause always thought id see love doesnt come need love always fall try may got nothin say nothing always thought id see oh hurts every time youve crossed heart got ta give takes hold might cause always thought id see cause always thought id see
Kenny Loggins,Underneath The Same Sky,"Like bees with out the honey  
Or a sun that isn't sunny  
Eat a cookie without milk  
I wouldn't  
And it seems that you can't wear  
Just one shoe you need a pair  
Even if I wore them, Which I don't  
I couldn't  
  
Underneath the same sky  
Even though you're not close by  
It feels just like  
We're right beside each other  
Even though we're far apart  
Our friendship fills my heart  
It's so good to know  
We're under the same sky  
  
Every kind of game takes two  
I can't play without you  
I guess I better put my ball away now  
Even Bouncing is not as funny  
When you can't annoy your buddy  
I'd fix things  
If I just could figure out how  
  
Underneath the same sky  
Even though you're not close by  
It feels just like  
We're right beside each other  
Even though we're far apart  
Our friendship fills my heart  
It's so good to know  
We're under the same sky  
  
(Harmonica)  
  
Underneath the same sky  
Even though you're not close by  
It feels just like  
We're right beside each other  
Even though we're far apart  
Our friendship fills my heart  
It's so good to know  
We're under the same  
(Underneath the same sky)  
So good to know we're under the same sky  
(Underneath the same sky)  
(Underneath the same sky)  
  
Though my head is full of fluff  
This much I know is true  
It's lonely on my only  
Without you

",like bees honey sun isnt sunny eat cookie without milk wouldnt seems cant wear one shoe need pair even wore dont couldnt underneath sky even though youre close feels like right beside even though far apart friendship fills heart good know sky every kind game takes two cant play without guess better put ball away even bouncing funny cant annoy buddy id fix things could figure underneath sky even though youre close feels like right beside even though far apart friendship fills heart good know sky harmonica underneath sky even though youre close feels like right beside even though far apart friendship fills heart good know underneath sky good know sky underneath sky underneath sky though head full fluff much know true lonely without
Regine Velasquez,Now That You're Gone,"Now that you're gone  
  
I close my eyes and softly ask  
What's happening to me  
I've realized I'm all alone  
Without your company  
  
But then we've shared so much  
That a part of me is me no more  
I'm caught unaware and unprepared  
For what will be in store  
  
Now that you're gone  
To wake me takes me countless hours  
Just thinking how to make another day go by  
That coffee cup just stares at me  
It turns cold and bitter sometimes as we  
The cigarette butts on the floor  
Who picks it up nothing but me  
  
Now that you're gone  
I count each time the phone would ring  
With fingers crossed expecting actually hoping  
From the other line a familiar voice  
That would say I'd be back today  
No it isn't you, its never you  
What can I do  
  
Now that you're gone  
How can I go on living  
How can I go on feeling  
An empty touch  
An empty stare  
How can I without you there  
  
Now that you're gone  
I feel like I am useless cup  
A muted violin  
A single teardrop  
  
Now that you're gone...  
  
I try to drown my thoughts with scenes  
Of places, friends we used to see  
I traced the steps we've taken  
No its useless they're unreal  
  
Now that you're gone

",youre gone close eyes softly ask whats happening ive realized im alone without company weve shared much part im caught unaware unprepared store youre gone wake takes countless hours thinking make another day go coffee cup stares turns cold bitter sometimes cigarette butts floor picks nothing youre gone count time phone would ring fingers crossed expecting actually hoping line familiar voice would say id back today isnt never youre gone go living go feeling empty touch empty stare without youre gone feel like useless cup muted violin single teardrop youre gone try drown thoughts scenes places friends used see traced steps weve taken useless theyre unreal youre gone
Devo,Triumph Of The Will,"It was a thing I had to do  
It was a message from below  
It was a messy situation  
It was desire for a girl  
  
I'm not a wanker or a banker  
I'm not afraid to take a risk  
It is the thing females ask for  
When they convey the opposite  
  
Before I die  
Before I die  
Before I die  
I'll get another piece of pie  
I'll get another piece of pie  
I'll get another piece of pie  
If I have to lie  
  
It was a thing I had to do  
It was a message from below  
It was a messy situation  
It was a triumph of the will  
  
Before I die  
Before I die  
Before I die  
I'll get another piece of pie  
I'll get another piece of pie  
I'll get another piece of pie  
If I have to lie  
  
When the well cries out for water  
It is a need that must be filled  
It goes beyond the laws of nature  
It takes a triumph of the will

",thing message messy situation desire girl im wanker banker im afraid take risk thing females ask convey opposite die die die ill get another piece pie ill get another piece pie ill get another piece pie lie thing message messy situation triumph die die die ill get another piece pie ill get another piece pie ill get another piece pie lie well cries water need must filled goes beyond laws nature takes triumph
INXS,Golden Playpen,"I'm drunk can't see my glass  
Not worried--chair dancing man  
  
Tossed out of the Golden Playpen  
Beating the drum of pain and pleasure  
  
You see the street ahead  
Just keep walking down it  
Look straight ahead  
  
Night club ice cubes crackin'  
The money's gone  
Don't have a cent  
  
Tossed out of the Golden Playpen  
Beating the drum of pain and pleasure  
  
Sex talks eats you alive  
We go making friends  
Till we're satisfied  
  
I'm drunk can't see my glass  
Not worried, chair dancing man  
  
Tossed out of the Golden Playpen  
Beating the drum of pain and pleasure

",im drunk cant see glass worriedchair dancing man tossed golden playpen beating drum pain pleasure see street ahead keep walking look straight ahead night club ice cubes crackin moneys gone dont cent tossed golden playpen beating drum pain pleasure sex talks eats alive go making friends till satisfied im drunk cant see glass worried chair dancing man tossed golden playpen beating drum pain pleasure
Christmas Songs,If It Doesn't Snow On Christmas,"(Gene Autry)  
  
Santa works all day in his workshop  
Making lots of games and toys  
Then one day, he hops in his sleigh  
To bring them to the girls and boys  
Santa's just as nice as he can be  
There's just one little thing that worries me  
  
If it doesn't snow on Christmas  
How is Santa goin' to use his sleigh  
In case of rain, will there be a train  
That'll speed him on his way  
If it doesn't snow on Christmas  
How will Santa get around to us  
If he breaks down on his way to town  
Will they let him use a bus  
  
I sent him a nice long letter  
And I hope it's not in vain  
I'd really feel much better  
If I knew he could fly a plane  
  
People say he has eight reindeer  
For the sleigh he's driving here  
But how'll he go, if it doesn't snow  
On Christmas this year  
  
If it doesn't snow on Christmas  
How is Santa goin' to use his sleigh  
In case of rain, will there be a train  
That'll speed him on his way  
If it doesn't snow on Christmas  
How will Santa get around to us  
If he breaks down on his way to town  
Will they let him use a bus  
  
I sent him a nice long letter  
And I hope it's not in vain  
I'd really feel much better  
If I knew he could fly a plane  
  
People say he has eight reindeer  
For the sleigh he's driving here  
But how'll he go, if it doesn't snow  
On Christmas this year

",gene autry santa works day workshop making lots games toys one day hops sleigh bring girls boys santas nice theres one little thing worries doesnt snow christmas santa goin use sleigh case rain train thatll speed way doesnt snow christmas santa get around us breaks way town let use bus sent nice long letter hope vain id really feel much better knew could fly plane people say eight reindeer sleigh hes driving howll go doesnt snow christmas year doesnt snow christmas santa goin use sleigh case rain train thatll speed way doesnt snow christmas santa get around us breaks way town let use bus sent nice long letter hope vain id really feel much better knew could fly plane people say eight reindeer sleigh hes driving howll go doesnt snow christmas year
